facility_id,group_id,fold,latitude,longitude,operation_status,state
58838,iowa_cafo_group_0946,2,42.91188,-92.67112,Active,IA
58839,iowa_cafo_group_1208,4,43.43798,-93.91102,Active,IA
58840,iowa_cafo_group_0878,1,43.02049,-95.84407,Active,IA
58841,iowa_cafo_group_0443,3,43.22669,-95.76125,Active,IA
58845,iowa_cafo_group_1209,4,42.53739,-93.23421,Active,IA
58846,iowa_cafo_group_1042,2,43.12638,-93.99885,Active,IA
58847,iowa_cafo_group_1210,4,42.68922,-92.34937,Active,IA
58848,iowa_cafo_group_0925,2,42.68325,-92.25975,Active,IA
58849,iowa_cafo_group_1211,2,41.42272,-92.30259,Active,IA
58850,iowa_cafo_group_1212,0,41.50582,-92.24826,Active,IA
58851,iowa_cafo_group_1213,4,41.68406,-92.21104,Active,IA
58852,iowa_cafo_group_0959,1,42.23644,-93.1632,Active,IA
58853,iowa_cafo_group_1141,2,41.34764,-92.63974,Active,IA
58854,iowa_cafo_group_1214,2,42.29632,-92.56546,Active,IA
58858,iowa_cafo_group_0265,1,42.75218,-93.16699,Active,IA
58859,iowa_cafo_group_1215,0,42.7532,-94.3484,Active,IA
58863,iowa_cafo_group_0758,1,42.71741,-94.29069,Active,IA
58864,iowa_cafo_group_1039,3,43.15003,-95.56586,Active,IA
58865,iowa_cafo_group_1216,0,42.52512,-91.12203,Active,IA
58866,iowa_cafo_group_1217,2,42.16779,-93.45788,Active,IA
58869,iowa_cafo_group_1218,3,41.79185,-94.9746,Active,IA
58870,iowa_cafo_group_1219,3,41.16172,-91.35464,Active,IA
58871,iowa_cafo_group_1220,3,41.18993,-91.45427,Active,IA
58872,iowa_cafo_group_0006,0,43.05747,-95.8022,Active,IA
58873,iowa_cafo_group_1221,3,42.74114,-92.07639,Active,IA
58874,iowa_cafo_group_0580,1,40.97532,-91.11071,Active,IA
58875,iowa_cafo_group_1143,3,42.74425,-93.35898,Active,IA
58877,iowa_cafo_group_1222,3,42.63325,-94.62887,Active,IA
58878,iowa_cafo_group_0966,3,42.00849,-94.04942,Active,IA
58879,iowa_cafo_group_1223,1,42.32,-93.44,Active,IA
58881,iowa_cafo_group_1224,1,43.23425,-93.73258,Active,IA
58882,iowa_cafo_group_0011,3,42.68438,-96.17744,Active,IA
58883,iowa_cafo_group_1225,1,42.57198,-91.191,Active,IA
58884,iowa_cafo_group_0006,0,43.02559,-96.37817,Active,IA
58885,iowa_cafo_group_1111,3,41.29383,-91.80197,Active,IA
58886,iowa_cafo_group_0719,2,43.25322,-92.59181,Active,IA
58887,iowa_cafo_group_1226,4,41.56024,-91.89078,Active,IA
58889,iowa_cafo_group_1227,2,42.68632,-91.65894,Active,IA
58890,iowa_cafo_group_0252,3,42.44684,-92.526,Active,IA
58891,iowa_cafo_group_0573,2,43.11304,-92.57445,Active,IA
58892,iowa_cafo_group_0006,0,43.4916,-96.3148,Active,IA
58893,iowa_cafo_group_0006,0,43.4914,-96.28474,Active,IA
58894,iowa_cafo_group_1106,3,43.25989,-94.64049,Active,IA
58896,iowa_cafo_group_0443,3,43.29505,-95.68459,Active,IA
58898,iowa_cafo_group_0006,0,43.40442,-96.36077,Active,IA
58900,iowa_cafo_group_0227,4,41.10567,-91.63598,Active,IA
58901,iowa_cafo_group_1228,4,42.29688,-94.72768,Active,IA
58902,iowa_cafo_group_0006,0,43.2658,-96.29431,Active,IA
58903,iowa_cafo_group_0036,3,42.48601,-95.06763,Active,IA
58904,iowa_cafo_group_1106,3,43.19877,-94.56952,Active,IA
58905,iowa_cafo_group_1229,2,40.77817,-92.49818,Active,IA
58906,iowa_cafo_group_1230,4,43.46751,-94.81039,Active,IA
58907,iowa_cafo_group_0127,2,41.36028,-91.80005,Active,IA
58908,iowa_cafo_group_1100,2,42.75235,-96.26097,Active,IA
58910,iowa_cafo_group_1231,2,42.52867,-92.58785,Active,IA
58911,iowa_cafo_group_0023,4,42.19397,-94.88266,Active,IA
58912,iowa_cafo_group_0222,1,43.08455,-95.09105,Active,IA
58913,iowa_cafo_group_1232,2,42.34489,-92.60683,Active,IA
58914,iowa_cafo_group_1233,2,41.02631,-91.14992,Active,IA
58915,iowa_cafo_group_1234,3,42.52708,-95.23271,Active,IA
58916,iowa_cafo_group_0545,4,42.42317,-93.47105,Active,IA
58919,iowa_cafo_group_0310,4,43.04381,-91.56444,Active,IA
58921,iowa_cafo_group_1235,0,42.60282,-91.13312,Active,IA
58922,iowa_cafo_group_0060,4,43.25938,-92.78325,Active,IA
58923,iowa_cafo_group_1236,1,42.13072,-94.37912,Active,IA
58924,iowa_cafo_group_1237,4,43.07484,-94.93235,Active,IA
58925,iowa_cafo_group_1238,2,42.69967,-92.12187,Active,IA
58926,iowa_cafo_group_1239,2,41.58682,-95.70643,Active,IA
58927,iowa_cafo_group_0011,3,42.64979,-96.13216,Active,IA
58928,iowa_cafo_group_0006,0,43.07101,-96.2927,Active,IA
58930,iowa_cafo_group_1240,3,42.77591,-93.84886,Active,IA
58933,iowa_cafo_group_0959,1,42.23475,-93.08732,Active,IA
58934,iowa_cafo_group_1241,1,40.84065,-93.19396,Active,IA
58935,iowa_cafo_group_0690,4,43.16892,-93.83848,Active,IA
58936,iowa_cafo_group_1242,0,43.11091,-93.35954,Active,IA
58937,iowa_cafo_group_1243,1,42.12229,-94.32811,Active,IA
58938,iowa_cafo_group_1244,1,41.27889,-92.72559,Active,IA
58939,iowa_cafo_group_1245,2,40.71577,-94.32504,Active,IA
58940,iowa_cafo_group_0955,3,42.35436,-94.15846,Active,IA
58941,iowa_cafo_group_0886,3,42.45565,-93.60741,Active,IA
58942,iowa_cafo_group_0069,3,43.20786,-94.51385,Active,IA
58943,iowa_cafo_group_0069,3,43.25468,-94.53029,Active,IA
58944,iowa_cafo_group_1036,1,42.67144,-95.44813,Active,IA
58945,iowa_cafo_group_1246,1,42.81609,-92.33994,Active,IA
58946,iowa_cafo_group_1247,3,42.41534,-93.84938,Active,IA
58947,iowa_cafo_group_1025,4,43.06223,-91.66556,Active,IA
58948,iowa_cafo_group_1248,3,43.14211,-92.51929,Active,IA
58949,iowa_cafo_group_1059,4,43.42966,-94.47308,Active,IA
58950,iowa_cafo_group_1249,2,42.34571,-91.40405,Active,IA
58952,iowa_cafo_group_0809,4,43.09858,-94.58969,Active,IA
58956,iowa_cafo_group_1250,1,41.3187,-92.02333,Active,IA
58957,iowa_cafo_group_1250,1,41.28895,-92.01148,Active,IA
58958,iowa_cafo_group_1250,1,41.27172,-92.01082,Active,IA
58959,iowa_cafo_group_0611,1,42.42156,-92.1239,Active,IA
58961,iowa_cafo_group_1251,2,42.25373,-93.86694,Active,IA
58962,iowa_cafo_group_1251,2,42.28154,-93.87075,Active,IA
58964,iowa_cafo_group_1252,1,42.38837,-91.48254,Active,IA
58965,iowa_cafo_group_1253,2,41.3581,-92.68451,Active,IA
58966,iowa_cafo_group_0227,4,41.28665,-91.64293,Active,IA
58967,iowa_cafo_group_1198,3,42.36025,-93.7205,Active,IA
58970,iowa_cafo_group_1036,1,42.70767,-95.46189,Active,IA
58971,iowa_cafo_group_1254,4,42.32397,-93.25974,Active,IA
58972,iowa_cafo_group_1181,4,41.27517,-91.49961,Active,IA
58973,iowa_cafo_group_0006,0,43.07916,-95.8415,Active,IA
58974,iowa_cafo_group_0074,1,42.63015,-91.23693,Active,IA
58975,iowa_cafo_group_0087,3,42.96614,-94.63827,Active,IA
58976,iowa_cafo_group_1255,4,41.34,-92.56,Active,IA
58977,iowa_cafo_group_1256,3,42.66669,-93.19032,Active,IA
58978,iowa_cafo_group_1257,2,42.41382,-92.62431,Active,IA
58979,iowa_cafo_group_0908,4,42.49595,-93.13078,Active,IA
58980,iowa_cafo_group_1258,2,43.06702,-93.72764,Active,IA
58981,iowa_cafo_group_0739,1,42.55438,-93.12434,Active,IA
58982,iowa_cafo_group_1259,1,42.23956,-92.58935,Active,IA
58983,iowa_cafo_group_1260,1,43.27099,-92.45388,Active,IA
58984,iowa_cafo_group_1261,4,43.28674,-92.50271,Active,IA
58985,iowa_cafo_group_0484,4,41.8953,-95.13359,Active,IA
58986,iowa_cafo_group_1262,2,42.77479,-95.60371,Active,IA
58988,iowa_cafo_group_0471,4,42.24213,-94.49181,Active,IA
58989,iowa_cafo_group_0687,3,43.04017,-91.925,Active,IA
58990,iowa_cafo_group_1263,2,43.49943,-92.8127,Active,IA
58991,iowa_cafo_group_0227,4,41.11361,-91.58181,Active,IA
58992,iowa_cafo_group_0310,4,43.04017,-91.59631,Active,IA
58993,iowa_cafo_group_0069,3,43.35459,-94.56101,Active,IA
58994,iowa_cafo_group_1264,3,41.35836,-91.34104,Active,IA
58995,iowa_cafo_group_0006,0,43.30677,-96.46893,Active,IA
58996,iowa_cafo_group_0405,2,43.09853,-95.73794,Active,IA
58998,iowa_cafo_group_1265,2,42.22515,-93.87768,Active,IA
59000,iowa_cafo_group_0200,2,43.40595,-95.44524,Active,IA
59001,iowa_cafo_group_0644,1,42.31762,-94.93685,Active,IA
59002,iowa_cafo_group_0011,3,42.76408,-96.02456,Active,IA
59003,iowa_cafo_group_0443,3,43.24,-95.73,Active,IA
59004,iowa_cafo_group_0090,3,41.25959,-91.70874,Active,IA
59006,iowa_cafo_group_0006,0,43.29925,-96.27782,Active,IA
59007,iowa_cafo_group_1266,2,41.19255,-92.11264,Active,IA
59009,iowa_cafo_group_1267,3,42.15187,-93.27474,Active,IA
59010,iowa_cafo_group_1268,3,41.42168,-92.43669,Active,IA
59011,iowa_cafo_group_1268,3,41.40687,-92.44924,Active,IA
59012,iowa_cafo_group_1269,2,41.39821,-92.47268,Active,IA
59013,iowa_cafo_group_1270,2,41.61602,-90.64018,Active,IA
59014,iowa_cafo_group_0850,4,41.35397,-92.53725,Active,IA
59016,iowa_cafo_group_0178,3,43.47506,-94.48318,Active,IA
59017,iowa_cafo_group_0449,4,43.25627,-94.78611,Active,IA
59018,iowa_cafo_group_1271,1,43.11094,-93.74283,Active,IA
59019,iowa_cafo_group_1249,2,42.33719,-91.40327,Active,IA
59020,iowa_cafo_group_1272,1,42.90678,-92.99174,Active,IA
59021,iowa_cafo_group_0741,3,42.84383,-93.1249,Active,IA
59022,iowa_cafo_group_1273,2,42.41163,-93.00124,Active,IA
59023,iowa_cafo_group_1274,1,42.78525,-93.33757,Active,IA
59024,iowa_cafo_group_1275,2,42.9625,-91.54907,Active,IA
59025,iowa_cafo_group_0850,4,41.39515,-92.52735,Active,IA
59027,iowa_cafo_group_1276,1,42.78915,-93.19195,Active,IA
59028,iowa_cafo_group_1277,4,42.73946,-92.93805,Active,IA
59029,iowa_cafo_group_1278,0,41.38456,-92.66998,Active,IA
59030,iowa_cafo_group_1279,4,43.45731,-92.08118,Active,IA
59031,iowa_cafo_group_1280,4,43.42748,-92.19767,Active,IA
59032,iowa_cafo_group_0006,0,43.1431,-96.35676,Active,IA
59033,iowa_cafo_group_0140,2,42.85984,-96.47036,Active,IA
59034,iowa_cafo_group_1281,2,42.16224,-93.08748,Active,IA
59035,iowa_cafo_group_1282,0,41.85804,-91.24687,Active,IA
59037,iowa_cafo_group_1283,3,41.55901,-91.75516,Active,IA
59039,iowa_cafo_group_0006,0,43.23738,-96.07984,Active,IA
59041,iowa_cafo_group_1284,4,42.6028,-95.28739,Active,IA
59044,iowa_cafo_group_0487,4,43.1406,-94.82368,Active,IA
59045,iowa_cafo_group_1285,1,42.31893,-92.82765,Active,IA
59046,iowa_cafo_group_1286,4,41.868,-91.94605,Active,IA
59047,iowa_cafo_group_0127,2,41.33631,-91.9455,Active,IA
59048,iowa_cafo_group_1165,2,43.18498,-93.56271,Active,IA
59049,iowa_cafo_group_0127,2,41.38732,-91.92632,Active,IA
59050,iowa_cafo_group_0778,4,42.70322,-93.89562,Active,IA
59052,iowa_cafo_group_1287,4,42.60493,-95.45852,Active,IA
59053,iowa_cafo_group_1046,2,42.59156,-95.11641,Active,IA
59054,iowa_cafo_group_0016,2,42.37785,-94.80417,Active,IA
59055,iowa_cafo_group_1288,3,42.70446,-95.3781,Active,IA
59056,iowa_cafo_group_0813,0,42.61036,-95.94798,Active,IA
59057,iowa_cafo_group_1289,1,42.61455,-96.00817,Active,IA
59058,iowa_cafo_group_1290,4,42.63356,-96.01365,Active,IA
59059,iowa_cafo_group_0719,2,43.30066,-92.58395,Active,IA
59060,iowa_cafo_group_1291,1,42.67908,-95.92457,Active,IA
59061,iowa_cafo_group_0006,0,43.25678,-96.20078,Active,IA
59062,iowa_cafo_group_0068,2,42.34924,-95.22444,Active,IA
59063,iowa_cafo_group_0925,2,42.67087,-92.24769,Active,IA
59064,iowa_cafo_group_0173,3,42.12982,-95.22749,Active,IA
59065,iowa_cafo_group_0006,0,43.12713,-96.08894,Active,IA
59066,iowa_cafo_group_1292,3,42.96599,-93.35216,Active,IA
59067,iowa_cafo_group_0136,2,42.27988,-91.06551,Active,IA
59068,iowa_cafo_group_1293,4,41.04347,-92.076,Active,IA
59069,iowa_cafo_group_0902,2,43.24108,-92.09833,Active,IA
59070,iowa_cafo_group_1294,3,43.23712,-92.14159,Active,IA
59071,iowa_cafo_group_1294,3,43.24684,-92.142,Active,IA
59072,iowa_cafo_group_1117,3,42.88388,-91.2988,Active,IA
59073,iowa_cafo_group_0694,4,42.09426,-92.86857,Active,IA
59074,iowa_cafo_group_0850,4,41.40761,-92.56893,Active,IA
59076,iowa_cafo_group_1291,1,42.70798,-95.9489,Active,IA
59077,iowa_cafo_group_1295,4,43.26092,-94.18018,Active,IA
59078,iowa_cafo_group_0006,0,43.14271,-96.05222,Active,IA
59079,iowa_cafo_group_1296,1,42.88879,-91.40904,Active,IA
59080,iowa_cafo_group_0006,0,43.37891,-96.06367,Active,IA
59081,iowa_cafo_group_0006,0,43.32707,-95.86175,Active,IA
59082,iowa_cafo_group_0754,1,42.2591,-93.59032,Active,IA
59083,iowa_cafo_group_0754,1,42.25205,-93.5741,Active,IA
59084,iowa_cafo_group_0754,1,42.26359,-93.57943,Active,IA
59085,iowa_cafo_group_0061,1,42.74755,-95.88091,Active,IA
59086,iowa_cafo_group_0603,1,42.30263,-93.71884,Active,IA
59087,iowa_cafo_group_0603,1,42.2954,-93.6893,Active,IA
59088,iowa_cafo_group_0603,1,42.29678,-93.70769,Active,IA
59089,iowa_cafo_group_0754,1,42.27,-93.61,Active,IA
59090,iowa_cafo_group_0754,1,42.26642,-93.58606,Active,IA
59091,iowa_cafo_group_1297,2,41.02517,-91.51129,Active,IA
59092,iowa_cafo_group_0754,1,42.32763,-93.54256,Active,IA
59094,iowa_cafo_group_1298,3,42.149,-94.10321,Active,IA
59095,iowa_cafo_group_0754,1,42.26837,-93.60265,Active,IA
59096,iowa_cafo_group_0754,1,42.26666,-93.59202,Active,IA
59097,iowa_cafo_group_0754,1,42.26061,-93.61645,Active,IA
59098,iowa_cafo_group_0754,1,42.26678,-93.62111,Active,IA
59099,iowa_cafo_group_1299,4,42.35543,-91.64878,Active,IA
59100,iowa_cafo_group_0754,1,42.28224,-93.56598,Active,IA
59102,iowa_cafo_group_1300,4,42.65202,-96.28861,Active,IA
59105,iowa_cafo_group_0771,4,42.41178,-93.90578,Active,IA
59106,iowa_cafo_group_0933,3,41.4774,-91.84099,Active,IA
59107,iowa_cafo_group_1301,1,41.50679,-91.69599,Active,IA
59109,iowa_cafo_group_0761,4,43.09672,-94.38116,Active,IA
59110,iowa_cafo_group_0332,4,42.35585,-93.65666,Active,IA
59111,iowa_cafo_group_1302,3,42.28384,-92.94202,Active,IA
59113,iowa_cafo_group_1303,4,42.87989,-95.88927,Active,IA
59116,iowa_cafo_group_0414,4,42.96631,-95.21975,Active,IA
59117,iowa_cafo_group_0545,4,42.28046,-93.25714,Active,IA
59118,iowa_cafo_group_1304,1,41.33252,-95.4406,Active,IA
59119,iowa_cafo_group_1305,4,41.71655,-95.35247,Active,IA
59121,iowa_cafo_group_1290,4,42.65564,-96.01922,Active,IA
59122,iowa_cafo_group_0644,1,42.30943,-94.9368,Active,IA
59123,iowa_cafo_group_0127,2,41.4442,-91.77625,Active,IA
59124,iowa_cafo_group_0227,4,41.31249,-91.64931,Active,IA
59125,iowa_cafo_group_1306,0,41.08776,-91.28967,Active,IA
59126,iowa_cafo_group_0270,4,42.98103,-92.43466,Active,IA
59127,iowa_cafo_group_1307,2,40.70554,-94.14563,Active,IA
59128,iowa_cafo_group_1043,4,40.76873,-94.09258,Active,IA
59129,iowa_cafo_group_1308,2,43.17109,-93.8084,Active,IA
59130,iowa_cafo_group_1225,1,42.58617,-91.21161,Active,IA
59131,iowa_cafo_group_1309,3,42.542,-91.15255,Active,IA
59132,iowa_cafo_group_0006,0,43.25998,-96.31638,Active,IA
59133,iowa_cafo_group_1310,4,43.48766,-94.23957,Active,IA
59136,iowa_cafo_group_1311,3,41.42166,-91.25567,Active,IA
59138,iowa_cafo_group_1312,1,42.32604,-92.89071,Active,IA
59139,iowa_cafo_group_1313,2,41.8359,-92.93646,Active,IA
59141,iowa_cafo_group_1314,3,41.23981,-91.46344,Active,IA
59142,iowa_cafo_group_0737,3,42.68566,-93.22792,Active,IA
59143,iowa_cafo_group_0155,3,42.53268,-94.85401,Active,IA
59145,iowa_cafo_group_1166,1,42.75323,-92.19494,Active,IA
59146,iowa_cafo_group_1315,0,42.9685,-91.73799,Active,IA
59147,iowa_cafo_group_1316,1,42.9638,-91.77133,Active,IA
59149,iowa_cafo_group_1317,1,43.22825,-95.22008,Active,IA
59150,iowa_cafo_group_0006,0,43.39039,-96.27634,Active,IA
59152,iowa_cafo_group_0872,1,43.02441,-94.47087,Active,IA
59153,iowa_cafo_group_1318,1,42.89356,-94.4956,Active,IA
59154,iowa_cafo_group_0227,4,41.11832,-91.66097,Active,IA
59158,iowa_cafo_group_0981,4,42.85759,-93.35881,Active,IA
59159,iowa_cafo_group_1319,2,43.19954,-91.5578,Active,IA
59161,iowa_cafo_group_0061,1,42.82511,-95.87991,Active,IA
59164,iowa_cafo_group_0217,3,41.46025,-91.16582,Active,IA
59165,iowa_cafo_group_0183,2,43.26476,-94.38504,Active,IA
59166,iowa_cafo_group_1320,4,42.10619,-94.17889,Active,IA
59167,iowa_cafo_group_1321,2,41.58997,-92.75167,Active,IA
59168,iowa_cafo_group_1322,2,40.85911,-91.36563,Active,IA
59169,iowa_cafo_group_1323,1,41.63211,-92.64535,Active,IA
59171,iowa_cafo_group_0006,0,42.90837,-96.30746,Active,IA
59173,iowa_cafo_group_0006,0,43.14277,-96.41424,Active,IA
59174,iowa_cafo_group_1324,4,43.26,-95.41,Active,IA
59175,iowa_cafo_group_1325,4,43.25572,-92.8344,Active,IA
59176,iowa_cafo_group_0006,0,43.44827,-96.21905,Active,IA
59178,iowa_cafo_group_0872,1,43.0585,-94.47745,Active,IA
59179,iowa_cafo_group_1326,2,42.57431,-92.44473,Active,IA
59180,iowa_cafo_group_1327,3,41.5096,-91.37796,Active,IA
59181,iowa_cafo_group_1328,2,42.95866,-94.9743,Active,IA
59182,iowa_cafo_group_0094,4,43.15559,-94.04665,Active,IA
59183,iowa_cafo_group_1329,3,42.36228,-94.43503,Active,IA
59185,iowa_cafo_group_0385,3,43.36275,-92.56655,Active,IA
59187,iowa_cafo_group_0127,2,41.39937,-91.79884,Active,IA
59188,iowa_cafo_group_0653,4,42.39796,-91.5777,Active,IA
59189,iowa_cafo_group_1330,2,42.47853,-92.69114,Active,IA
59191,iowa_cafo_group_0483,4,42.98999,-95.72421,Active,IA
59192,iowa_cafo_group_1331,2,42.5113,-91.66879,Active,IA
59194,iowa_cafo_group_1264,3,41.3573,-91.35945,Active,IA
59195,iowa_cafo_group_1332,4,42.30245,-94.12532,Active,IA
59197,iowa_cafo_group_1171,1,42.43928,-93.6841,Active,IA
59198,iowa_cafo_group_0099,2,42.91555,-94.79573,Active,IA
59200,iowa_cafo_group_0737,3,42.62131,-93.31945,Active,IA
59201,iowa_cafo_group_0754,1,42.28077,-93.43825,Active,IA
59202,iowa_cafo_group_0754,1,42.24247,-93.44509,Active,IA
59204,iowa_cafo_group_0719,2,43.25609,-92.5606,Active,IA
59210,iowa_cafo_group_0227,4,41.20282,-91.56133,Active,IA
59211,iowa_cafo_group_0006,0,42.99773,-96.20105,Active,IA
59212,iowa_cafo_group_1333,3,41.54033,-90.74988,Active,IA
59213,iowa_cafo_group_1334,1,43.02909,-93.02078,Active,IA
59217,iowa_cafo_group_1335,1,42.36206,-93.26495,Active,IA
59218,iowa_cafo_group_1335,1,42.35954,-93.27441,Active,IA
59220,iowa_cafo_group_1336,2,41.05297,-94.02272,Active,IA
59221,iowa_cafo_group_1337,1,42.89147,-94.15969,Active,IA
59222,iowa_cafo_group_1192,2,42.5092,-93.64479,Active,IA
59224,iowa_cafo_group_1338,1,41.31492,-92.78052,Active,IA
59227,iowa_cafo_group_0293,4,42.70002,-95.77959,Active,IA
59230,iowa_cafo_group_1206,3,43.46033,-92.92664,Active,IA
59231,iowa_cafo_group_1339,4,43.11822,-94.56941,Active,IA
59233,iowa_cafo_group_1074,2,43.49965,-92.60479,Active,IA
59234,iowa_cafo_group_1340,4,43.49364,-92.9049,Active,IA
59235,iowa_cafo_group_1074,2,43.48729,-92.63196,Active,IA
59236,iowa_cafo_group_0168,1,42.15917,-95.53609,Active,IA
59237,iowa_cafo_group_1341,4,42.63285,-95.07096,Active,IA
59246,iowa_cafo_group_1100,2,42.7795,-96.27885,Active,IA
59247,iowa_cafo_group_0545,4,42.42613,-93.41572,Active,IA
59248,iowa_cafo_group_0756,4,42.46656,-93.35912,Active,IA
59249,iowa_cafo_group_0782,2,42.59021,-94.92598,Active,IA
59250,iowa_cafo_group_0006,0,42.98015,-96.14255,Active,IA
59251,iowa_cafo_group_1074,2,43.49975,-92.62827,Active,IA
59253,iowa_cafo_group_0011,3,42.76618,-95.97933,Active,IA
59254,iowa_cafo_group_0510,3,43.38523,-92.70488,Active,IA
59256,iowa_cafo_group_1330,2,42.48894,-92.69356,Active,IA
59258,iowa_cafo_group_0006,0,43.02034,-96.29576,Active,IA
59259,iowa_cafo_group_0872,1,43.03215,-94.5421,Active,IA
59260,iowa_cafo_group_0087,3,42.97728,-94.5988,Active,IA
59261,iowa_cafo_group_0737,3,42.68801,-93.25033,Active,IA
59262,iowa_cafo_group_0737,3,42.68653,-93.27467,Active,IA
59263,iowa_cafo_group_0957,2,42.83693,-95.03429,Active,IA
59264,iowa_cafo_group_1342,2,42.55131,-94.79751,Active,IA
59265,iowa_cafo_group_1338,1,41.31494,-92.74457,Active,IA
59267,iowa_cafo_group_1343,4,41.86008,-90.31295,Active,IA
59269,iowa_cafo_group_1344,3,42.95437,-95.54205,Active,IA
59270,iowa_cafo_group_0006,0,43.46954,-95.91935,Active,IA
59271,iowa_cafo_group_1106,3,43.21302,-94.64045,Active,IA
59272,iowa_cafo_group_1345,4,43.40802,-94.08759,Active,IA
59273,iowa_cafo_group_0011,3,42.75586,-96.06231,Active,IA
59274,iowa_cafo_group_1077,2,42.86041,-96.03428,Active,IA
59275,iowa_cafo_group_0738,3,42.58747,-93.37572,Active,IA
59276,iowa_cafo_group_1346,2,42.64158,-93.33947,Active,IA
59278,iowa_cafo_group_1347,3,41.63585,-93.33029,Active,IA
59279,iowa_cafo_group_0782,2,42.51876,-94.96469,Active,IA
59280,iowa_cafo_group_1092,2,42.43009,-95.1392,Active,IA
59281,iowa_cafo_group_1294,3,43.22845,-92.15476,Active,IA
59283,iowa_cafo_group_1348,1,43.32679,-93.41256,Active,IA
59284,iowa_cafo_group_1349,3,43.22054,-93.52478,Active,IA
59286,iowa_cafo_group_0006,0,43.08327,-96.29952,Active,IA
59287,iowa_cafo_group_0006,0,43.20057,-96.07939,Active,IA
59288,iowa_cafo_group_0006,0,43.39016,-96.26618,Active,IA
59289,iowa_cafo_group_0006,0,43.30823,-96.01824,Active,IA
59290,iowa_cafo_group_0006,0,43.41838,-96.27303,Active,IA
59291,iowa_cafo_group_0011,3,42.8209,-96.13823,Active,IA
59292,iowa_cafo_group_0011,3,42.645,-96.13716,Active,IA
59293,iowa_cafo_group_0140,2,42.79715,-96.44745,Active,IA
59294,iowa_cafo_group_0006,0,43.22959,-96.28337,Active,IA
59295,iowa_cafo_group_0191,1,43.46881,-96.07442,Active,IA
59297,iowa_cafo_group_0006,0,43.09951,-96.06681,Active,IA
59299,iowa_cafo_group_1350,3,42.77144,-94.03143,Active,IA
59300,iowa_cafo_group_0127,2,41.33535,-91.92409,Active,IA
59301,iowa_cafo_group_0773,1,42.48572,-94.07038,Active,IA
59302,iowa_cafo_group_0545,4,42.26007,-93.26675,Active,IA
59303,iowa_cafo_group_1351,4,40.62577,-92.22012,Active,IA
59305,iowa_cafo_group_0061,1,42.98021,-95.90092,Active,IA
59307,iowa_cafo_group_0545,4,42.3955,-93.44309,Active,IA
59308,iowa_cafo_group_1352,0,42.43997,-93.62964,Active,IA
59309,iowa_cafo_group_1011,4,42.41992,-93.22045,Active,IA
59310,iowa_cafo_group_1353,0,42.93583,-93.32952,Active,IA
59311,iowa_cafo_group_1354,3,42.16848,-93.64897,Active,IA
59313,iowa_cafo_group_0227,4,41.29655,-91.63562,Active,IA
59314,iowa_cafo_group_1136,3,42.57162,-91.84304,Active,IA
59316,iowa_cafo_group_1355,3,42.20471,-92.2227,Active,IA
59317,iowa_cafo_group_0603,1,42.33225,-93.81481,Active,IA
59318,iowa_cafo_group_1111,3,41.321,-91.81925,Active,IA
59319,iowa_cafo_group_1356,2,42.84823,-93.28545,Active,IA
59320,iowa_cafo_group_1292,3,42.95079,-93.34859,Active,IA
59321,iowa_cafo_group_1356,2,42.85759,-93.2827,Active,IA
59322,iowa_cafo_group_0561,1,43.11271,-95.60571,Active,IA
59323,iowa_cafo_group_1357,0,41.97778,-90.56408,Active,IA
59324,iowa_cafo_group_1358,4,42.41505,-92.07296,Active,IA
59325,iowa_cafo_group_1359,1,42.31305,-91.63535,Active,IA
59326,iowa_cafo_group_1360,1,43.49771,-92.69037,Active,IA
59327,iowa_cafo_group_0061,1,42.85133,-95.75922,Active,IA
59328,iowa_cafo_group_1361,2,42.88763,-95.52243,Active,IA
59329,iowa_cafo_group_1264,3,41.35631,-91.33518,Active,IA
59330,iowa_cafo_group_0872,1,43.04283,-94.48106,Active,IA
59331,iowa_cafo_group_1264,3,41.34189,-91.34451,Active,IA
59332,iowa_cafo_group_1033,2,43.12768,-94.36503,Active,IA
59333,iowa_cafo_group_0484,4,41.87772,-95.13684,Active,IA
59334,iowa_cafo_group_0494,2,43.11292,-95.69805,Active,IA
59335,iowa_cafo_group_1362,4,42.52172,-91.95436,Active,IA
59336,iowa_cafo_group_1363,4,42.74367,-96.44603,Active,IA
59338,iowa_cafo_group_0006,0,43.15162,-96.37324,Active,IA
59339,iowa_cafo_group_1364,3,43.05109,-92.16599,Active,IA
59340,iowa_cafo_group_1365,1,41.40754,-91.34392,Active,IA
59341,iowa_cafo_group_1366,3,41.46268,-91.27091,Active,IA
59342,iowa_cafo_group_0080,2,41.96424,-95.02425,Active,IA
59343,iowa_cafo_group_0006,0,43.36093,-95.86262,Active,IA
59344,iowa_cafo_group_0006,0,43.27,-96.44,Active,IA
59345,iowa_cafo_group_0545,4,42.29525,-93.33959,Active,IA
59346,iowa_cafo_group_1340,4,43.49024,-92.9261,Active,IA
59347,iowa_cafo_group_1272,1,42.89175,-92.9989,Active,IA
59348,iowa_cafo_group_1367,2,41.63948,-91.14991,Active,IA
59352,iowa_cafo_group_1368,4,40.87059,-94.37248,Active,IA
59353,iowa_cafo_group_1369,2,42.36557,-92.11285,Active,IA
59354,iowa_cafo_group_1370,3,43.14188,-94.55776,Active,IA
59355,iowa_cafo_group_1371,4,43.35671,-93.56375,Active,IA
