checkout,relative_report,bytes,sha256,scope,decision
ersrr-ordinal-win,MARS_V4_1_SMOKE.md,455,58b6f02ee8000940bb0039c58bef2ba857539d7c8b630380159f0d7d1f70a1c9,,
ersrr-ordinal-win,MARS_V4_2_MULTISEED_PROTOCOL.md,2395,23b2eb0ab80cba48acd69f8a906ed30454a75eb4ef4f3bd993bfc10d8892128d,,
ersrr-ordinal-win,mars_v4_2_nested_scoring.json,30578,b6d7911e541409ef773ee3767c628fee334ceadcdfb9c4348f3c981d7ad24d3c,v4_2_internal_group_held_scene_score_selection,Reject the v4.2 morphology ranker before strict evaluation because its group-held estimate does not clear every v3 development gate. Preserve the result and do not select a formula from strict behavior.
ersrr-ordinal-win,MARS_V4_2_NESTED_SCORING.md,752,b082192aab1c0f0b4a17106ff838279365a73537e1461a5ef8f7ae80eca0fbaa,,
ersrr-ordinal-win,mars_v4_2_seed606_validation.json,25327,36661657477a40d3791e800bd0aa61ef6f793e5a76f171c3213f88fedada4fc7,v4_internal_validation_selection,Reject this v4 pilot before strict-cohort evaluation because it does not match the five-seed v3 internal reference on every gate. Preserve the negative result and revise the objective; do not spend the opened strict cohort on this checkpoint.
ersrr-ordinal-win,MARS_V4_2_SEED606_VALIDATION.md,827,f582a35ae4f634c56ac721b6fa392e00865191c2047a054e9f75834efdcc0322,,
ersrr-ordinal-win,mars_v4_2_seed707_validation.json,25316,2ea899f3b63c1ccb8c8efb7c00a9e03e1a92addb3dafdca9c9d6e43c5c1cead0,v4_internal_validation_selection,Reject this v4 pilot before strict-cohort evaluation because it does not match the five-seed v3 internal reference on every gate. Preserve the negative result and revise the objective; do not spend the opened strict cohort on this checkpoint.
ersrr-ordinal-win,MARS_V4_2_SEED707_VALIDATION.md,827,279a05e39b8c628148f9fd1019087876e5fbedce35c8cdd8093c2153ac0e91b0,,
ersrr-ordinal-win,mars_v4_2_seed808_validation.json,25486,c7400fc89459dc5d4293bda45152d4be83ba2907250771699a63c892bb2065a8,v4_internal_validation_selection,Reject this v4 pilot before strict-cohort evaluation because it does not match the five-seed v3 internal reference on every gate. Preserve the negative result and revise the objective; do not spend the opened strict cohort on this checkpoint.
ersrr-ordinal-win,MARS_V4_2_SEED808_VALIDATION.md,827,f8ce56fadb8c7cd466ab6ef4824ef72afb121eb12f459d3a2750c90564d0607b,,
ersrr-ordinal-win,mars_v4_2_smoke.json,6394,7bba755fde50c3f7dc856644bc0585b6f2ceba0f5c1714b9a076f89e291b64a6,v4_pipeline_smoke,Pipeline contract passes. Do not interpret smoke metrics.
ersrr-ordinal-win,MARS_V4_2_SMOKE.md,455,1692e218ab576b49e49875db1b07c97048c420474ef980f7905bd72eba82e67c,,
ersrr-ordinal-win,mars_v4_2_validation_campaign.json,10173,7b74909a2bea31f204a6724251a33d4c2a02504e5378dc9648fbca4e8f13c7a3,v4_2_three_seed_internal_validation_campaign,"Do not load the strict MARS cohort for v4.2. The frozen three-seed campaign failed the predeclared internal promotion rule on: ap_not_below_v3_mean, recall_at_fpr5_not_below_v3_mean. Preserve this result and revise the research hypothesis before another strict comparison."
ersrr-ordinal-win,MARS_V4_2_VALIDATION_CAMPAIGN.md,1212,e18efbecf1d90cc8b4e5fedf2bbd939ce5626c904c4e3d5f73d39c3202a50fc5,,
ersrr-ordinal-win,MARS_V4_3_ENSEMBLE_PROTOCOL.md,2328,6284a595725095a1852d19745fff151a8baf7c1ade2823a9dcdf06448cd4035f,,
ersrr-ordinal-win,mars_v4_3_ensemble_validation.json,19592,2499aff4b949e1499b0378141d4bf12541de3b6814b5b35b79d685308bbf105b,v4_3_predeclared_internal_validation_ensemble,"Promote the frozen v4.3 ensemble to one evaluation on the already-opened strict MARS cohort using only these validation calibrators, scene thresholds, and pixel threshold. Treat the comparison as development evidence, not a new untouched paper test."
ersrr-ordinal-win,MARS_V4_3_ENSEMBLE_VALIDATION.md,875,dc3fd1edf989823a7cb5adc237d1570cfa453662fd47aa906075b971c422575b,,
ersrr-ordinal-win,mars_v4_3_strict_comparison.json,10353,6a0390aa4dd94e32b50e95b2f847ddaf82f68cd1bca4bdd99a342ea47759a2dc,frozen_v4_3_ensemble_on_opened_full_strict_spatial_cohort,"ERSRR v4.3 does not outperform the released MARS-S2L checkpoint on every same-cohort point metric; failed comparisons: recall_higher, pixel_iou_higher, pixel_dice_higher. Preserve this result and do not retune from strict behavior."
ersrr-ordinal-win,MARS_V4_3_STRICT_COMPARISON.md,1169,01d1bfbd0ef69a2df2b98144b499e4d1af5723d980bc33b83bb568d40e8658ca,,
ersrr-ordinal-win,mars_v4_nested_development.json,22898,179703eac25dd27ca34cc34d4e61638de10f3ce63437254f45deef8ca9250f82,ersrr_v4_group_nested_cascade_development_not_final_test,"Reject the score/physics cascade as the v4 architecture because it did not exceed released MARS-S2L on every development gate. Do not carry its fitted artifact into confirmatory evaluation. Redirect v4 toward simulation-trained segmentation, explicit hard negatives, and domain-aware sampling; keep this result as a documented negative experiment."
ersrr-ordinal-win,MARS_V4_NESTED_DEVELOPMENT.md,2091,6d8f36c57d1321c1aa49953149c3b7c973accc96415423f63dd8042e0655172b,,
ersrr-ordinal-win,mars_v4_seed606_validation.json,10756,1086cd3add0d9f6be90c7f8f32c1520759e94093161fb257ff909e7a76625401,v4_internal_validation_selection,Reject this v4 pilot before strict-cohort evaluation because it does not match the five-seed v3 internal reference on every gate. Preserve the negative result and revise the objective; do not spend the opened strict cohort on this checkpoint.
ersrr-ordinal-win,MARS_V4_SEED606_VALIDATION.md,823,d8c2262fb553669094592c65f9ec88b3a4928c1739981a3fface9cfdd73b65ec,,
ersrr-ordinal-win,mars_v4_smoke.json,6231,88c0cfb544a3daf6c6a6a998fd98ca609b2ae94762b9fff5683785be3dff8781,v4_pipeline_smoke,Pipeline contract passes. Do not interpret smoke metrics.
ersrr-ordinal-win,MARS_V4_SMOKE.md,453,b5c5d8c1e86cbf0118b6d208546e4aad4ef06e040d4385f832df0d49e0363322,,
ersrr-ordinal-win,mars_v5_transfer_pilot.json,5010,2c08a97c91923d6522fdef10371170b821cf3839396625baebdc5071e995a226,"MethaneS2CM-v5.1 end-to-end MARS transfer pilot; fit folds 3/4, held fold 2; paper cache not loaded",Reject end-to-end v5.1 transfer before a full campaign.
ersrr-ordinal-win,MARS_V5_TRANSFER_PILOT.md,233,80fc40e3e63a03052a672f7c634e91e5456cd94015cdf16a8b194e3f8a8c497d,,
ersrr-ordinal-win,mars_v6_error_correcting_pilot.json,33316,1da707289767e9a4f840f86629770089406813dd2819a86ad6b2d1be35c4672a,one-seed folds-3/4 cross-fit viability test of unconstrained v6 error correction followed by protected inference,Reject the unconstrained v6.1 residual schedule before external confirmation.
ersrr-ordinal-win,MARS_V6_ERROR_CORRECTING_PILOT.md,359,ab8b147a484351320eb86c48b1f4eae7e5959db46a1197347f62b3140e60e277,,
ersrr-ordinal-win,mars_v6_error_correcting_pilot_smoke.json,473,8e02681d3215f56fb5ef232f17cb4ff8d42622619ea18fabb2c8a98d60c5e93b,v6.1 unconstrained residual mixed-source optimization smoke,
ersrr-ordinal-win,mars_v6_scene_pilot.json,26450,dcb5fd3610cf468011dae5c2ee2d661aa7cbbbe8aade86e7bb80da4fe6a6e444,one-seed folds-3/4 cross-fit viability test of the product-aware v6 scene adapter against the frozen Gaussian+DOFA champion,Reject this v6 scene schedule before dense or external confirmation work.
ersrr-ordinal-win,MARS_V6_SCENE_PILOT.md,338,77e0cec3e35c0aa73143792fa5f7abfeb0d195320813755c12f1f571882f0d54,,
ersrr-ordinal-win,mars_v6_scene_pilot_smoke.json,437,46228c6a0adc239a478260ffb1d25227ddf75479aac6c75547d9074ae06cd958,v6 scene-pilot mixed-source optimization smoke; no held-fold score,
ersrr-ordinal-win,mars_v6_unified_smoke.json,1504,ac1e424590c202bae691c57a8aac6a7d9ccf818f2b1b5ed0f8685d7e73cd2623,real mixed-source v6 finite-optimization smoke; no held-fold outcome scoring,
ersrr-ordinal-win,mars_xgboost_scene_head.json,30530,f79fb3c8b0a0ff2832d6d7c9d1ae945b6bf6fc6d795e661e49bcaba0910da1db,five-fold development-only XGBoost scene-head selection; paper cache not loaded,Freeze the XGBoost head and its artifact for one exact-paper replay.
ersrr-ordinal-win,MARS_XGBOOST_SCENE_HEAD.md,629,9fc000e899adf357816dc514754386fdfca179259cc2d00f0eca855f33e54325,,
ersrr-ordinal-win,mars_xgboost_scene_head_paper_posttest.json,7948,4d1b802fe6f322e738aca2e74f396bb6f771c773c4ddb7e5ef39242004ba9e3d,transparent post-test XGBoost replay on exact MARS-S2L paper comparator,Reject the XGBoost complement as the final successor; at least one exact paper gate fails.
ersrr-ordinal-win,MARS_XGBOOST_SCENE_HEAD_PAPER_POSTTEST.md,780,ddc1fc2dce9adfbdc5f1f39f6e67f8698f04f3f9346ec8e4dcc39b323296c196,,
ersrr-ordinal-win,methanes2cm_v5_1_campaign_protocol.json,3551,295f04e00e2d6762920dcd7162daa7fe6b34566fdf82fc09c6b6cfa952553a1f,methanes2cm_v5_1_three_seed_confirmation_and_test_freeze,
ersrr-ordinal-win,METHANES2CM_V5_1_CAMPAIGN_PROTOCOL.md,1074,9d20c352d97b7e48633a03060f0ee9eedc6beb7b48ca36e5262daa21a8a35d7a,,
ersrr-ordinal-win,methanes2cm_v5_1_ensemble_validation.json,21240,03691437f3ce2c384aece9f00c7dc4462eebe5e0b580ca340a7db043dc0cdeca,methanes2cm_v5_1_three_seed_internal_development_ensemble,
ersrr-ordinal-win,METHANES2CM_V5_1_ENSEMBLE_VALIDATION.md,763,2fa4df9852b026a88c9350ba52b4da4085d16b6a03b417047c11e4c8699a7ee5,,
ersrr-ordinal-win,methanes2cm_v5_1_group_crc_transport.json,2955,da0beabff47c329afd307fa5b5afa0ffdc50fd0f383cb12568cc95d58860761a,development-only fixed-24-group confirmation of v5.1 group-CRC threshold transport,Reject group-CRC transport as operationally useful under this fixed split; do not search secondary alpha values on evaluation outcomes.
ersrr-ordinal-win,METHANES2CM_V5_1_GROUP_CRC_TRANSPORT.md,705,bc9d3523e94c5461f720fd28de1da3065d1566b3ba09ffbe2111b7bf65ac68b1,,
ersrr-ordinal-win,methanes2cm_v5_1_group_crc_transport_pre_fit_validation.json,1495,77d7d08586a98f5a4a780be5471f4394518849e9e2fcc7399ca3d92b5129784d,MethaneS2CM v5.1 fixed 24/24-group CRC calibration transport,
ersrr-ordinal-win,methanes2cm_v5_1_location_test.json,23083,415b71ec53353d791381ed8d9f4e60f80f3120771d721d071cea1b347abcd543,methanes2cm_v5_1_once_only_location_test_comparison,ERSRR v5.1 does not establish across-the-board superiority over released MARS-S2L on the frozen MethaneS2CM location test. Preserve the partial result and do not retune from this test.
ersrr-ordinal-win,METHANES2CM_V5_1_LOCATION_TEST.md,1295,338f93fb4d69069af5a7821adc4ad5eb5aa88d67d35de00300df51de895cdf2b,,
ersrr-ordinal-win,methanes2cm_v5_1_location_test_posthoc.json,4945,a7e9dd92b363ae1d6b0409da1c3d9a481d8c410842e38b1ef0bd0e676834f126,methanes2cm_v5_1_frozen_location_test_posthoc_calibration_transfer,
ersrr-ordinal-win,METHANES2CM_V5_1_LOCATION_TEST_POSTHOC.md,1093,9d231be58b28c871244f4a4b89f6b5259444892842f7f63ababb88795d8bb7f3,,
ersrr-ordinal-win,methanes2cm_v5_1_seed1101_validation.json,96019,a4a830619d217859c586b78d23d06ca6c54a91800a7d6497e1ed70ff9628997c,methanes2cm_v5_internal_development,Internal development candidate only. Keep the location-test imagery sealed until the multi-seed rule is frozen.
ersrr-ordinal-win,METHANES2CM_V5_1_SEED1101_VALIDATION.md,489,79f7f156809cf28503401ccc3b0b3a299c26809ada22974fa92872fbff3293f7,,
ersrr-ordinal-win,methanes2cm_v5_1_seed2202_validation.json,81811,ad4b1577cd811dbea129aee3098af9ac6b23483a408ffb0edf560081f785565d,methanes2cm_v5_internal_development,Internal development candidate only. Keep the location-test imagery sealed until the multi-seed rule is frozen.
ersrr-ordinal-win,METHANES2CM_V5_1_SEED2202_VALIDATION.md,488,95aea1e84bf2870ff633fe2962e05256bbfcdef41e90207e5c3d60269e2b406f,,
ersrr-ordinal-win,methanes2cm_v5_1_seed3303_validation.json,95930,2469ddc4a36ca06df81e386113a40e0f4f1fb3b32fb1c591c54ca5351ee36a30,methanes2cm_v5_internal_development,Internal development candidate only. Keep the location-test imagery sealed until the multi-seed rule is frozen.
ersrr-ordinal-win,METHANES2CM_V5_1_SEED3303_VALIDATION.md,489,c4531c07c1559b45028560472bf0f047711a3939a7d870f25970ecbbf01e8f18,,
ersrr-ordinal-win,methanes2cm_v5_1_smoke.json,17533,a522d543584cecf2e3fae98846f96aef3f0cc95cc40194d7f7b10a69ccf480d4,methanes2cm_v5_internal_development,Smoke contract passes; do not interpret metrics.
ersrr-ordinal-win,METHANES2CM_V5_1_SMOKE.md,428,c28d2a91aad458d3cd79a6d6c627475c3a22302df44b1e97e6c789e0cad7498b,,
ersrr-ordinal-win,methanes2cm_v5_location_test_acquisition.json,3428,1aaf2c6a425a75bd9f5179f84ea7c1de765963ef6a381aaeb7b7b73405441ccb,methanes2cm_v5_once_authorized_location_test_acquisition,
ersrr-ordinal-win,methanes2cm_v5_protocol.json,6632,aa7b41070acc26e80ff7a640a98bcaa31d5285af290289013949783e4891fffa,methanes2cm_v5_development_and_sealed_location_test_protocol,
ersrr-ordinal-win,METHANES2CM_V5_PROTOCOL.md,1977,0ed0354eeb9a190f14210530ce5531d721a46b5769a093add2ed650d575b48dc,,
ersrr-ordinal-win,methanes2cm_v5_seed1101_validation.json,60603,dd23389a96c99407f80cc20327be605b85ab446bfae849fb84a7ed9dc5228d45,methanes2cm_v5_internal_development,Internal development candidate only. Keep the location-test imagery sealed until the multi-seed rule is frozen.
ersrr-ordinal-win,METHANES2CM_V5_SEED1101_VALIDATION.md,477,fcff317d79950ed75a6f7db39c5c947f57cedff0915ab67632380517b9f12594,,
ersrr-ordinal-win,methanes2cm_v5_signal_audit.json,5966,e0352dc99ecda84466b2fe06c563690fc6388914c42901d79f20336b0887bcf0,methanes2cm_v5_internal_development_signal_audit,
ersrr-ordinal-win,METHANES2CM_V5_SIGNAL_AUDIT.md,1016,a40dce4f7b12e4d8d38d647ea0ebdba8c7c458c85863ea7fb654a5dd63c364e8,,
ersrr-ordinal-win,methanes2cm_v5_smoke.json,17156,4bab37b26300066377392f8ea94b4b8de7182f603b225041faa27b6f59669406,methanes2cm_v5_internal_development,Smoke contract passes; do not interpret metrics.
ersrr-ordinal-win,METHANES2CM_V5_SMOKE.md,418,b8eba2881ebf87242f48ab4266c7f5c3dc8ba2e3cc92e0d61773eb789caecfa7,,
ersrr-ordinal-win,methanes2cm_v5_train_acquisition.json,2492,c5401f5dc614d568a30e0af865eb879e10a830612252a5f69d43b1d2a3194b8e,methanes2cm_v5_location_training_acquisition,
ersrr-ordinal-win,stanford_evanston_one_shot.json,8806,372e963fa335b9e0506770352480db25a224518a67ca220b3bca6f45368b5917,One-shot outcome evaluation of nine immutable Stanford Evanston/Rawhide Sentinel-2 label-free scores.,
ersrr-ordinal-win,STANFORD_EVANSTON_ONE_SHOT.md,1993,27074412525a04300f9cdbc60429e203b13c03d5a2e02f9983c5e7af58e372b0,,
ersrr-ordinal-win,stanford_evanston_pre_authorization_validation.json,2841,2cf1a269ba8946adba109ab43168427433c1d25a3243a356e864780dd93b37ad,Outcome-blind Stanford Evanston label-free scorer validation before first detector inference.,
ersrr-ordinal-win,stanford_evanston_pre_outcome_validation.json,1493,05451d398a1ca181b08318e6778cfb8891fab6903468e573b8c2ce569454b15a,Stanford Evanston one-shot outcome evaluator validation before first summary-CSV access.,
ersrr-ordinal-win,stanford_large_controlled_release_one_shot.json,7515,6b148e85a9d25ef9627a169ef2c7c2d89c963418a6c693aeb16a35a90a7e53b0,one-site temporal controlled-release operating-point stress test,
ersrr-ordinal-win,STANFORD_LARGE_CONTROLLED_RELEASE_ONE_SHOT.md,710,d15782e55d7951b5a52f0b31e83c3f9fe38eb1e92fd03e2c0efe53ccebc04373,,
ersrr-ordinal-win,stanford_large_controlled_release_synthetic_model_smoke.json,2097,b349eefb460c028edf876fc3f039f6a21c139cf5577f140a92d6b7cb72ad1c2a,All-model generated-data smoke before first Stanford inference,
ersrr-ordinal-win,temporal_attention_synthetic_smoke.json,1663,6d8e8afdde55bde49c5dc2d86630d3b91782ea0856d8695a40ceaf8a889576ba,synthetic fitting-only wiring diagnostic; no real accuracy claim,
ersrr-ordinal-win,temporal_evaluation_rehearsal_2026-09-07/calibration.json,1561,05349fd766151d7d392b08096158255fda694e97947e974b0ccbf94f30648444,,
ersrr-ordinal-win,temporal_evaluation_rehearsal_2026-09-07/configuration.json,546,f0b656a7a882bed41710ea65e4f920a593c20babad2ce8ac266428630f766c32,fabricated score fixtures only; no accuracy claim,
ersrr-ordinal-win,temporal_evaluation_rehearsal_2026-09-07/dense.json,181,212b36f677c97d0a0a4341e02a9a6ed743688310994de66c8c20c9a17f60cf65,,
ersrr-ordinal-win,temporal_evaluation_rehearsal_2026-09-07/evaluation.json,1326,8b533980626060799d8cab88459a7659caeb395c1b21b5a5bdf2c6dc7819ba0a,fixed-rule paired evaluation; no threshold fitting,
ersrr-ordinal-win,temporal_evaluation_rehearsal_2026-09-07/status.json,59,050c17df2ad1bf31b51622a505b8722f803300e0b260612ce4984ea8a548978e,,
ersrr-ordinal-win,temporal_evaluation_rehearsal_2026-09-07_validated/calibration.json,1561,05349fd766151d7d392b08096158255fda694e97947e974b0ccbf94f30648444,,
ersrr-ordinal-win,temporal_evaluation_rehearsal_2026-09-07_validated/configuration.json,546,0bd619ea3cfa7e36ea6804f0ae381a90efd5f01af611119258df0679cec567ab,fabricated score fixtures only; no accuracy claim,
ersrr-ordinal-win,temporal_evaluation_rehearsal_2026-09-07_validated/dense.json,181,212b36f677c97d0a0a4341e02a9a6ed743688310994de66c8c20c9a17f60cf65,,
ersrr-ordinal-win,temporal_evaluation_rehearsal_2026-09-07_validated/evaluation.json,1326,8b533980626060799d8cab88459a7659caeb395c1b21b5a5bdf2c6dc7819ba0a,fixed-rule paired evaluation; no threshold fitting,
ersrr-ordinal-win,temporal_evaluation_rehearsal_2026-09-07_validated/status.json,59,050c17df2ad1bf31b51622a505b8722f803300e0b260612ce4984ea8a548978e,,
ersrr-ordinal-win,temporal_rehearsal_2026-09-07/cnn.json,1479,6670f43633acbaa4bb9d5ba143afdf01617623fa5c78df844d568dff31901723,,
ersrr-ordinal-win,temporal_rehearsal_2026-09-07/configuration.json,834,bb198fe356f048e8906e134c23bf4fc54c2a12bbd64c9470c1ac0430458a181a,synthetic workflow diagnostic only,
ersrr-ordinal-win,temporal_rehearsal_2026-09-07/status.json,168,4dbb4505d717a767d8d14e2c8a0fa1e1deb774c1dada227bb4dc556c5f25b504,synthetic workflow diagnostic only,
ersrr-ordinal-win,temporal_rehearsal_2026-09-07/temporal_attention.json,1482,4fbbc4f8eaebee0cddd697bbfde9df4c041a38179319ff69dd9adb7178d82b90,,
ersrr-ordinal-win,unep_mars_post2024_positive_baseline.json,4856,86447372cd4170051da047e611b8be24c7df7d516e23ca25c52f8addb1891245,positive-only nonsealed UNEP MARS post-2024 exact Sentinel-2 cohort,
ersrr-ordinal-win,UNEP_MARS_POST2024_POSITIVE_BASELINE.md,898,85ba975ecedc2214bf23cdc5932e08e9a296862b0f6429cf165b61d1db539451,,
ersrr-ordinal-win,unet_high_enhancement_results.json,72619,773bcc9e95adc27f179de706311c40cb5765cb54094144f4f6f4df15b5613f9f,,
ersrr-ordinal-win,UNET_HIGH_ENHANCEMENT_RESULTS.md,673,38de8a2ca7f28a0533a7eefebd41f55029d477abe72906828cfabe0edc373c43,,
ersrr-ordinal-win,unet_unweighted_300_results.json,72220,71f0023233b36f82aab4fba67837a9aba7b5d81e92d74d5a55dabb8043c08c5a,,
ersrr-ordinal-win,UNET_UNWEIGHTED_300_RESULTS.md,674,5874f7ef9a78b0c615b9c299797f1db1b846c99dd7c66251d29d591c7d1977f5,,
Earth-Remote-Sensing-Rapid-Response-,baseline_results.json,145294,307d51578378c0aacc5480dcb0f8bb02b0740daea57c431179b8d5379b4934fd,,
Earth-Remote-Sensing-Rapid-Response-,BASELINE_RESULTS.md,1879,362b2b8686ea90d4e57022e4ce1bfd74c16ca3d5b9674743d78a3d7c540ba534,,
Earth-Remote-Sensing-Rapid-Response-,ch4net_released_model_baseline.json,3560,8b2daae7f3e102a58475a763d2a37ebdd1c1cd1de9428328ed98d2fe854c7a36,released_ch4net_on_frozen_strict_spatial_development_cohort,
Earth-Remote-Sensing-Rapid-Response-,CH4NET_RELEASED_MODEL_BASELINE.md,875,14431f001ef841b28205c4a451c6cee7e13b0628008cdd90f27d2b4185b96041,,
Earth-Remote-Sensing-Rapid-Response-,cloudsen12_fresh_negative_cdf_spatial_prithvi.json,6525,ef401d27120b7986af2bdc8dc71734d53c64db4d0466880090face82e09dbf8a,post-test fresh external-negative safety replay for tail-calibrated spatial-Prithvi ensemble,Authorize frozen exact MARS paper evaluation.
Earth-Remote-Sensing-Rapid-Response-,CLOUDSEN12_FRESH_NEGATIVE_CDF_SPATIAL_PRITHVI.md,430,269cf60a0d7fa06f13c355035de747394040409ab9a51fe827a429e0dcf69583,,
Earth-Remote-Sensing-Rapid-Response-,cloudsen12_fresh_spatial_prithvi_evaluation.json,6044,0bc514eec21e40bb194734e9b196e0e9d4b1fd1d243df2996a153933b1cfcd2e,one-shot fresh external-negative safety evaluation for spatial-Prithvi ensemble,Reject ensemble before exact MARS paper evaluation.
Earth-Remote-Sensing-Rapid-Response-,CLOUDSEN12_FRESH_SPATIAL_PRITHVI_EVALUATION.md,289,aa72d6a9784093a06570a35ef791937b566498f1fc6452f13d8443c362870b29,,
Earth-Remote-Sensing-Rapid-Response-,cloudsen12_fresh_tail_calibrated_spatial_prithvi.json,6533,439dc04d5dfa9deb7cf8921290f644c105e551fc5b486ab7e6d0ee7b4bdd9727,post-test fresh external-negative safety replay for tail-calibrated spatial-Prithvi ensemble,Reject calibrated ensemble before exact MARS paper evaluation.
Earth-Remote-Sensing-Rapid-Response-,CLOUDSEN12_FRESH_TAIL_CALIBRATED_SPATIAL_PRITHVI.md,431,ac7f61626371308b1637f1076421b5a59008c25c202bd21951d02e0c13493a1d,,
Earth-Remote-Sensing-Rapid-Response-,cloudsen12_fresh_test_scene_head_evaluation.json,6600,2777cc0b4b4929ed68301f6b13a691d0e8d8c91aecba8a83cc639a1d950e21bc,one-shot fresh external-negative safety evaluation; exact MARS paper cache unopened,Authorize the fixed candidate for exact MARS paper evaluation.
Earth-Remote-Sensing-Rapid-Response-,CLOUDSEN12_FRESH_TEST_SCENE_HEAD_EVALUATION.md,518,aae82d3384e5b19b842168e7b3d6a761ff7312ba9fc96438f83540df59dc1a05,,
Earth-Remote-Sensing-Rapid-Response-,emit_v002_external_confirmation.json,70318,9754c91b8ec54e8e137191195cb28d05f4d1fa8c5ef87d8dfdd8163f289d2c27,once_only_emit_v002_external_positive_confirmation,
Earth-Remote-Sensing-Rapid-Response-,EMIT_V002_EXTERNAL_CONFIRMATION.md,1073,73100740d0efb00cd7a7ff452ee14bebb8fcd06057a2c24a40417c04b6bcbe6a,,
Earth-Remote-Sensing-Rapid-Response-,emit_v002_external_posthoc_diagnostic.json,378283,c87a9c01aed9a13b245d2ffca4f68a1fcf758b032a380fec7e0bc8c4c669949c,frozen_emit_v002_external_posthoc_diagnostic_no_tuning,
Earth-Remote-Sensing-Rapid-Response-,EMIT_V002_EXTERNAL_POSTHOC_DIAGNOSTIC.md,2693,1000fbb2752c1c8c2f579828cc1fbb0b556f37baccd1fa07e07f676d1d01c98e,,
Earth-Remote-Sensing-Rapid-Response-,mars_adaptive_prithvi_development_scores.json,989,6fbf152fe2030d8aa8f8367580a68fff0f09d2b510c02fe891ba9a0eb45d6458,deterministic adaptive Prithvi development score reproduction; paper cache not loaded,
Earth-Remote-Sensing-Rapid-Response-,mars_adaptive_prithvi_paper_posttest.json,7675,9a37b84e410943953f3959a4ca8ae2c3d79db5cd90cb494bd1e695db30aca5f6,transparent post-test adaptive Prithvi replay on exact MARS-S2L comparator,Reject adaptive Prithvi as final successor; at least one exact paper gate fails.
Earth-Remote-Sensing-Rapid-Response-,MARS_ADAPTIVE_PRITHVI_PAPER_POSTTEST.md,700,1eb684565aa885ebed788a6cd09edbb9bbf3729d6f40a8f2174e55f522e165f3,,
Earth-Remote-Sensing-Rapid-Response-,mars_adaptive_prithvi_probe.json,20955,3a0478d9abdb94a76815744cefcf7ac181765c20e2969a7a40f310f272a03a8b,five-fold unlabeled-target adaptive Prithvi probe; paper cache not loaded,Freeze adaptive Prithvi probe for one label-free paper adaptation.
Earth-Remote-Sensing-Rapid-Response-,MARS_ADAPTIVE_PRITHVI_PROBE.md,378,d02929e8d5b6b240e5661a2ac89cb8a436b561220d800aa8029ece912c329149,,
Earth-Remote-Sensing-Rapid-Response-,mars_all_development_scene_refit_paper_posttest.json,7052,d101752cd3764da055746e5738ed58a9bfa28366575690bc5a66a8d8cd648b71,transparent post-test replay of fixed all-development refit on exact paper rows,Reject the all-development refit; at least one exact paper scene gate fails.
Earth-Remote-Sensing-Rapid-Response-,MARS_ALL_DEVELOPMENT_SCENE_REFIT_PAPER_POSTTEST.md,578,9df76d871faeb0e9cd15221bbb2d99b023e4ddc5cc711193b5fa6eccd63eabbb,,
Earth-Remote-Sensing-Rapid-Response-,mars_anchored_full_finetune_pilot.json,49704,1d870c08e27111859e03d10c0479bf15297e19203c4837f687027dd4b7f0cba1,fold-3/fold-4 cross-fit of weight-space-anchored full released-U-Net adaptation with source-disjoint exact-L1C auxiliary supervision,"Reject this architecture before external development, fold 2, or official-test scoring."
Earth-Remote-Sensing-Rapid-Response-,MARS_ANCHORED_FULL_FINETUNE_PILOT.md,474,8fdcf31147e5806cb7591f227c2debfef0230bb1b715036c43bcc3e527b87bf7,,
Earth-Remote-Sensing-Rapid-Response-,mars_causal_residual_ranker_folds34.json,69640,8c816b02401f234f4b3b30cc15ee94383daa9acc92d1fe7ff3dbc0cdf93e74d2,folds-3/4 baseline-preserving causal residual cross-fit,Reject baseline-preserving causal residual ranking before fold-0/1/2 or external access.
Earth-Remote-Sensing-Rapid-Response-,MARS_CAUSAL_RESIDUAL_RANKER_FOLDS34.md,1217,bccb4d872f8273a9ad4fcc2a8fb33298671af4bae5e3ad5c2fb8549b58974eed,,
Earth-Remote-Sensing-Rapid-Response-,mars_cloudsen12_negative_augmented_xgboost.json,14793,0255a3202b47ab7f038f87832d51ca0bfa32ba2dab2b07375beb3131903712c9,development-only CloudSEN12-negative scene complement; no paper or CloudSEN12 test outcomes loaded,Reject the CloudSEN12-negative branch before any sealed-negative or paper replay.
Earth-Remote-Sensing-Rapid-Response-,MARS_CLOUDSEN12_NEGATIVE_AUGMENTED_XGBOOST.md,612,fc5eeb70f5983c47badfc8b4d03c5291888ee4e986c18399c63f0a938ea0b4b2,,
Earth-Remote-Sensing-Rapid-Response-,mars_cloudsen12_spatial_augmented_xgboost.json,26657,824e6694138f95dbaf1616f79a0d711eee94bc140df3e5c0cf5bc9b367c1cf1c,development-only CloudSEN12+ spatial-negative augmentation; paper test not loaded,Reject the spatial-negative scene complement before paper-cache replay.
Earth-Remote-Sensing-Rapid-Response-,MARS_CLOUDSEN12_SPATIAL_AUGMENTED_XGBOOST.md,586,e390b7e2636ee2bad3114c5dce4f3d8994e40842f364f8aec65816765f5522bf,,
Earth-Remote-Sensing-Rapid-Response-,mars_context_scene_ranker_fold0.json,4717,a08ab9bd0bf550e132277aced17f01410fa5f0a5a532188bc21be40189647c58,one-shot site-context fold-0 architecture selection; fold 1 and paper test not loaded,Reject the frozen site-context architecture on fold 0.
